,0,1,2,3,4
0,10.0,1.0,0.0312654972076416,0.0,86.3905325443787
1,10.0,5.0,0.015625476837158203,0.020148277282714844,87.96844181459566
2,10.0,10.0,0.018025636672973633,0.007005453109741211,87.96844181459566
3,10.0,50.0,0.02902078628540039,0.0060040950775146484,88.75739644970415
4,10.0,100.0,0.043908119201660156,0.005003213882446289,89.15187376725838
5,10.0,500.0,0.045027971267700195,0.005009174346923828,90.53254437869822
6,10.0,1000.0,0.07905960083007812,0.005004167556762695,91.12426035502959
7,10.0,5000.0,0.12758636474609375,0.008506059646606445,91.71597633136095
8,50.0,1.0,0.01701211929321289,0.008506059646606445,87.3767258382643
9,50.0,5.0,0.023015737533569336,0.0060040950775146484,88.75739644970415
10,50.0,10.0,0.0175173282623291,0.00600433349609375,88.16568047337279
11,50.0,50.0,0.03550839424133301,0.006023406982421875,89.3491124260355
12,50.0,100.0,0.0805516242980957,0.005002498626708984,89.3491124260355
13,50.0,500.0,0.08005690574645996,0.004503488540649414,90.72978303747534
14,50.0,1000.0,0.10106015205383301,0.00451970100402832,91.51873767258382
15,50.0,5000.0,0.21765398979187012,0.007005453109741211,91.91321499013807
16,100.0,1.0,0.0210113525390625,0.007010698318481445,87.57396449704143
17,100.0,5.0,0.02552032470703125,0.006003856658935547,88.75739644970415
18,100.0,10.0,0.025020122528076172,0.0055048465728759766,88.16568047337279
19,100.0,50.0,0.055034637451171875,0.005503654479980469,89.54635108481263
20,100.0,100.0,0.07755494117736816,0.0050084590911865234,89.74358974358975
21,100.0,500.0,0.10106754302978516,0.004502534866333008,91.3214990138067
22,100.0,1000.0,0.11708498001098633,0.006505012512207031,91.71597633136095
23,100.0,5000.0,0.2853207588195801,0.0,92.1104536489152
24,500.0,1.0,0.02265000343322754,0.01564168930053711,87.57396449704143
25,500.0,5.0,0.06490898132324219,0.006020069122314453,88.3629191321499
26,500.0,10.0,0.07455253601074219,0.005022525787353516,88.75739644970415
27,500.0,50.0,0.08105707168579102,0.004504203796386719,89.54635108481263
28,500.0,100.0,0.12384223937988281,0.004999399185180664,89.94082840236686
29,500.0,500.0,0.26031494140625,0.015614509582519531,91.3214990138067
30,500.0,1000.0,0.2894108295440674,0.005003452301025391,91.12426035502959
31,500.0,5000.0,0.3996772766113281,0.0060040950775146484,93.88560157790927
32,1000.0,1.0,0.04360222816467285,0.005504131317138672,88.56015779092702
33,1000.0,5.0,0.06650495529174805,0.0,87.96844181459566
34,1000.0,10.0,0.09226274490356445,0.005003452301025391,88.95463510848126
35,1000.0,50.0,0.1357583999633789,0.0045032501220703125,89.3491124260355
36,1000.0,100.0,0.17995142936706543,0.016538143157958984,89.74358974358975
37,1000.0,500.0,0.3632175922393799,0.01664590835571289,91.3214990138067
38,1000.0,1000.0,0.3869597911834717,0.005149126052856445,91.3214990138067
39,1000.0,5000.0,0.8119442462921143,0.0065042972564697266,94.0828402366864
40,5000.0,1.0,0.07855725288391113,0.005507230758666992,88.75739644970415
41,5000.0,5.0,0.08605670928955078,0.0045168399810791016,88.75739644970415
42,5000.0,10.0,0.1884617805480957,0.005003690719604492,89.54635108481263
43,5000.0,50.0,0.42676782608032227,0.005002737045288086,89.54635108481263
44,5000.0,100.0,0.5246450901031494,0.005274772644042969,89.74358974358975
45,5000.0,500.0,1.0122661590576172,0.004503011703491211,91.51873767258382
46,5000.0,1000.0,1.0208370685577393,0.0045032501220703125,92.1104536489152
47,5000.0,5000.0,2.796182155609131,0.006504058837890625,94.47731755424064
