,0,1,2,3,4,5
0,10.0,2.5,1.5,0.05342745780944824,0.0312504768371582,78.89546351084813
1,10.0,2.5,2.0,0.07663273811340332,0.04941511154174805,71.20315581854044
2,10.0,2.5,2.5,0.09988236427307129,0.08788824081420898,71.59763313609467
3,10.0,3.0,1.5,0.05006217956542969,0.026300668716430664,79.6844181459566
4,10.0,3.0,2.0,0.07786178588867188,0.054564714431762695,71.40039447731755
5,10.0,3.0,2.5,0.08363199234008789,0.08116769790649414,71.20315581854044
6,10.0,3.5,1.5,0.039804935455322266,0.04689192771911621,80.4733727810651
7,10.0,3.5,2.0,0.051901817321777344,0.0633232593536377,71.99211045364892
8,10.0,3.5,2.5,0.09156942367553711,0.07054924964904785,71.99211045364892
9,50.0,2.5,1.5,0.03402376174926758,0.024016857147216797,85.4043392504931
10,50.0,2.5,2.0,0.04303169250488281,0.02913498878479004,84.22090729783037
11,50.0,2.5,2.5,0.06250214576721191,0.03777265548706055,74.16173570019724
12,50.0,3.0,1.5,0.0312504768371582,0.01562666893005371,84.81262327416174
13,50.0,3.0,2.0,0.05338311195373535,0.03125119209289551,84.22090729783037
14,50.0,3.0,2.5,0.05338573455810547,0.03125143051147461,74.95069033530572
15,50.0,3.5,1.5,0.046875953674316406,0.02213430404663086,84.61538461538461
16,50.0,3.5,2.0,0.03125190734863281,0.0312502384185791,84.61538461538461
17,50.0,3.5,2.5,0.053385257720947266,0.04687690734863281,75.14792899408285
18,100.0,2.5,1.5,0.03475618362426758,0.018628597259521484,85.00986193293886
19,100.0,2.5,2.0,0.031250953674316406,0.03125190734863281,85.6015779092702
20,100.0,2.5,2.5,0.03775978088378906,0.0312497615814209,82.64299802761342
21,100.0,3.0,1.5,0.031250715255737305,0.022131919860839844,84.81262327416174
22,100.0,3.0,2.0,0.031250715255737305,0.03125166893005371,85.4043392504931
23,100.0,3.0,2.5,0.03775930404663086,0.046877384185791016,83.62919132149902
24,100.0,3.5,1.5,0.03125,0.02063274383544922,85.00986193293886
25,100.0,3.5,2.0,0.03226017951965332,0.015625476837158203,84.81262327416174
26,100.0,3.5,2.5,0.05391645431518555,0.03393244743347168,83.82642998027615
27,500.0,2.5,1.5,0.020788908004760742,0.015621185302734375,84.22090729783037
28,500.0,2.5,2.0,0.03516268730163574,0.017513036727905273,84.81262327416174
29,500.0,2.5,2.5,0.03152203559875488,0.02249908447265625,84.81262327416174
30,500.0,3.0,1.5,0.029521465301513672,0.014009952545166016,84.41814595660749
31,500.0,3.0,2.0,0.0310211181640625,0.01651144027709961,85.00986193293886
32,500.0,3.0,2.5,0.030538082122802734,0.022016286849975586,84.41814595660749
33,500.0,3.5,1.5,0.029021024703979492,0.01450967788696289,83.03747534516765
34,500.0,3.5,2.0,0.03002142906188965,0.016511201858520508,84.41814595660749
35,500.0,3.5,2.5,0.032022714614868164,0.022516727447509766,84.41814595660749
36,1000.0,2.5,1.5,0.0350337028503418,0.013009071350097656,83.62919132149902
37,1000.0,2.5,2.0,0.01627826690673828,0.015626192092895508,84.41814595660749
38,1000.0,2.5,2.5,0.049063920974731445,0.019011735916137695,84.81262327416174
39,1000.0,3.0,1.5,0.04002714157104492,0.008698463439941406,81.06508875739645
40,1000.0,3.0,2.0,0.032172203063964844,0.01450967788696289,84.41814595660749
41,1000.0,3.0,2.5,0.029531002044677734,0.01801276206970215,85.00986193293886
42,1000.0,3.5,1.5,0.041530609130859375,0.012509346008300781,79.88165680473372
43,1000.0,3.5,2.0,0.02852177619934082,0.014508485794067383,84.02366863905326
44,1000.0,3.5,2.5,0.03202247619628906,0.02049851417541504,85.00986193293886
