,0,1,2,3,4,5,6
55,10.0,6.0,10.0,1.0,0.0456540584564209,0.002997159957885742,89.15187376725838
56,10.0,6.0,10.0,1.5,0.0363919734954834,0.0,89.3491124260355
57,10.0,6.0,50.0,0.5,0.21599650382995605,0.01564168930053711,89.94082840236686
58,10.0,6.0,50.0,1.0,0.4480767250061035,0.003002166748046875,89.3491124260355
59,10.0,6.0,50.0,1.5,0.9241571426391602,0.003502368927001953,89.15187376725838
60,10.0,7.0,1.0,0.5,0.0280153751373291,0.01801753044128418,75.7396449704142
61,10.0,7.0,1.0,1.0,0.010004997253417969,0.005506753921508789,87.3767258382643
62,10.0,7.0,1.0,1.5,0.019008398056030273,0.004007101058959961,87.77120315581854
63,10.0,7.0,5.0,0.5,0.013005495071411133,0.00650477409362793,88.3629191321499
64,10.0,7.0,5.0,1.0,0.019001007080078125,0.003503084182739258,88.95463510848126
65,10.0,7.0,5.0,1.5,0.041226863861083984,0.0,88.95463510848126
66,10.0,7.0,10.0,0.5,0.015625715255737305,0.0,88.56015779092702
67,10.0,7.0,10.0,1.0,0.03125119209289551,0.0181272029876709,88.95463510848126
68,10.0,7.0,10.0,1.5,0.04849576950073242,0.004003047943115234,89.15187376725838
69,10.0,7.0,50.0,0.5,0.4983553886413574,0.0,89.3491124260355
70,10.0,7.0,50.0,1.0,1.561718225479126,0.0030062198638916016,89.15187376725838
71,10.0,7.0,50.0,1.5,3.243903160095215,0.01564192771911621,88.95463510848126
72,50.0,2.0,1.0,0.5,0.0,0.0156252384185791,86.58777120315581
73,50.0,2.0,1.0,1.0,0.0,0.016645431518554688,87.57396449704143
74,50.0,2.0,1.0,1.5,0.010007858276367188,0.004502773284912109,87.57396449704143
75,50.0,2.0,5.0,0.5,0.010507345199584961,0.004003286361694336,87.3767258382643
76,50.0,2.0,5.0,1.0,0.020014047622680664,0.0035033226013183594,87.77120315581854
77,50.0,2.0,5.0,1.5,0.03502464294433594,0.004500150680541992,87.77120315581854
78,50.0,2.0,10.0,0.5,0.01601099967956543,0.0035021305084228516,88.75739644970415
79,50.0,2.0,10.0,1.0,0.019515514373779297,0.003489971160888672,88.75739644970415
80,50.0,2.0,10.0,1.5,0.024515628814697266,0.0035042762756347656,88.56015779092702
81,50.0,2.0,50.0,0.5,0.0440363883972168,0.0029969215393066406,88.95463510848126
82,50.0,2.0,50.0,1.0,0.04303121566772461,0.00350189208984375,88.16568047337279
83,50.0,2.0,50.0,1.5,0.042029380798339844,0.003502368927001953,88.16568047337279
84,50.0,3.0,1.0,0.5,0.010007381439208984,0.00550389289855957,86.78500986193293
85,50.0,3.0,1.0,1.0,0.01601576805114746,0.004002571105957031,87.57396449704143
86,50.0,3.0,1.0,1.5,0.030521869659423828,0.003502368927001953,87.77120315581854
87,50.0,3.0,5.0,0.5,0.01250910758972168,0.00350189208984375,88.56015779092702
88,50.0,3.0,5.0,1.0,0.014511346817016602,0.0035021305084228516,88.75739644970415
89,50.0,3.0,5.0,1.5,0.030517101287841797,0.003002166748046875,88.56015779092702
90,50.0,3.0,10.0,0.5,0.01601552963256836,0.003502368927001953,88.75739644970415
91,50.0,3.0,10.0,1.0,0.020014286041259766,0.0030028820037841797,88.75739644970415
92,50.0,3.0,10.0,1.5,0.036525726318359375,0.003002166748046875,88.75739644970415
93,50.0,3.0,50.0,0.5,0.05503487586975098,0.0035028457641601562,89.3491124260355
94,50.0,3.0,50.0,1.0,0.07155036926269531,0.0030059814453125,89.3491124260355
95,50.0,3.0,50.0,1.5,0.08205914497375488,0.0030014514923095703,89.54635108481263
96,50.0,4.0,1.0,0.5,0.012506484985351562,0.00751042366027832,87.17948717948718
97,50.0,4.0,1.0,1.0,0.01250600814819336,0.005489349365234375,87.77120315581854
98,50.0,4.0,1.0,1.5,0.020524978637695312,0.0045032501220703125,87.96844181459566
99,50.0,4.0,5.0,0.5,0.014510154724121094,0.0040073394775390625,88.56015779092702
100,50.0,4.0,5.0,1.0,0.02101421356201172,0.004003763198852539,88.75739644970415
101,50.0,4.0,5.0,1.5,0.03852343559265137,0.0040018558502197266,88.75739644970415
102,50.0,4.0,10.0,0.5,0.014022350311279297,0.004002571105957031,89.15187376725838
103,50.0,4.0,10.0,1.0,0.039032697677612305,0.003997802734375,88.75739644970415
104,50.0,4.0,10.0,1.5,0.04653310775756836,0.0035028457641601562,88.75739644970415
105,50.0,4.0,50.0,0.5,0.10808038711547852,0.003503084182739258,89.74358974358975
106,50.0,4.0,50.0,1.0,0.20212697982788086,0.0035026073455810547,89.54635108481263
107,50.0,4.0,50.0,1.5,0.317241907119751,0.0030019283294677734,89.3491124260355
108,50.0,5.0,1.0,0.5,0.013509511947631836,0.008506298065185547,87.17948717948718
109,50.0,5.0,1.0,1.0,0.01450967788696289,0.004002809524536133,87.96844181459566
110,50.0,5.0,1.0,1.5,0.03702378273010254,0.0040018558502197266,87.57396449704143
111,50.0,5.0,5.0,0.5,0.011008262634277344,0.004503011703491211,88.75739644970415
112,50.0,5.0,5.0,1.0,0.02251577377319336,0.0035026073455810547,88.56015779092702
113,50.0,5.0,5.0,1.5,0.042029619216918945,0.003503084182739258,88.3629191321499
114,50.0,5.0,10.0,0.5,0.020513534545898438,0.0035071372985839844,89.15187376725838
115,50.0,5.0,10.0,1.0,0.04603290557861328,0.0035021305084228516,89.3491124260355
116,50.0,5.0,10.0,1.5,0.04953503608703613,0.003503084182739258,89.15187376725838
117,50.0,5.0,50.0,0.5,0.31464695930480957,0.0035026073455810547,89.94082840236686
118,50.0,5.0,50.0,1.0,0.5084981918334961,0.0030024051666259766,89.15187376725838
119,50.0,5.0,50.0,1.5,0.9620363712310791,0.003002166748046875,89.15187376725838
120,50.0,6.0,1.0,0.5,0.015018939971923828,0.010003089904785156,86.3905325443787
121,50.0,6.0,1.0,1.0,0.01701188087463379,0.004503011703491211,87.57396449704143
122,50.0,6.0,1.0,1.5,0.03801441192626953,0.003502368927001953,88.56015779092702
123,50.0,6.0,5.0,0.5,0.013020753860473633,0.004001140594482422,88.3629191321499
124,50.0,6.0,5.0,1.0,0.039534568786621094,0.0035021305084228516,88.56015779092702
125,50.0,6.0,5.0,1.5,0.04703354835510254,0.0035028457641601562,88.95463510848126
126,50.0,6.0,10.0,0.5,0.022016286849975586,0.0035021305084228516,88.75739644970415
127,50.0,6.0,10.0,1.0,0.04853463172912598,0.0035028457641601562,88.95463510848126
128,50.0,6.0,10.0,1.5,0.09306216239929199,0.003502368927001953,89.3491124260355
129,50.0,6.0,50.0,0.5,0.7645485401153564,0.0030014514923095703,89.3491124260355
130,50.0,6.0,50.0,1.0,2.010901927947998,0.0035026073455810547,89.3491124260355
131,50.0,6.0,50.0,1.5,2.7711315155029297,0.003506183624267578,88.75739644970415
132,50.0,7.0,1.0,0.5,0.017012357711791992,0.010007143020629883,85.99605522682445
133,50.0,7.0,1.0,1.0,0.016511917114257812,0.0040035247802734375,87.57396449704143
134,50.0,7.0,1.0,1.5,0.04453015327453613,0.0035028457641601562,88.75739644970415
135,50.0,7.0,5.0,0.5,0.010507822036743164,0.004502773284912109,88.3629191321499
136,50.0,7.0,5.0,1.0,0.04203033447265625,0.0035026073455810547,88.95463510848126
137,50.0,7.0,5.0,1.5,0.051035404205322266,0.0035028457641601562,89.15187376725838
138,50.0,7.0,10.0,0.5,0.025017976760864258,0.003998279571533203,88.75739644970415
139,50.0,7.0,10.0,1.0,0.05253243446350098,0.0030019283294677734,88.95463510848126
140,50.0,7.0,10.0,1.5,0.15461158752441406,0.0,89.54635108481263
141,50.0,7.0,50.0,0.5,1.4437811374664307,0.0030019283294677734,89.3491124260355
142,50.0,7.0,50.0,1.0,4.284786939620972,0.0,88.75739644970415
143,50.0,7.0,50.0,1.5,7.85381293296814,0.003002643585205078,89.15187376725838
144,100.0,2.0,1.0,0.5,0.011491537094116211,0.005003690719604492,87.57396449704143
145,100.0,2.0,1.0,1.0,0.012508869171142578,0.004504680633544922,87.57396449704143
146,100.0,2.0,1.0,1.5,0.018511533737182617,0.0040018558502197266,87.57396449704143
147,100.0,2.0,5.0,0.5,0.016011476516723633,0.0035026073455810547,87.77120315581854
148,100.0,2.0,5.0,1.0,0.018512487411499023,0.0035026073455810547,88.16568047337279
149,100.0,2.0,5.0,1.5,0.019011735916137695,0.0035026073455810547,88.16568047337279
150,100.0,2.0,10.0,0.5,0.027135133743286133,0.0,88.75739644970415
151,100.0,2.0,10.0,1.0,0.0468754768371582,0.0,88.75739644970415
152,100.0,2.0,10.0,1.5,0.037792205810546875,0.0,88.75739644970415
153,100.0,2.0,50.0,0.5,0.046892642974853516,0.0,88.16568047337279
154,100.0,2.0,50.0,1.0,0.05338335037231445,0.0,88.3629191321499
155,100.0,2.0,50.0,1.5,0.046894073486328125,0.0,88.3629191321499
156,100.0,3.0,1.0,0.5,0.0,0.0156097412109375,87.3767258382643
157,100.0,3.0,1.0,1.0,0.015641212463378906,0.01861429214477539,87.77120315581854
158,100.0,3.0,1.0,1.5,0.018629074096679688,0.0,87.96844181459566
159,100.0,3.0,5.0,0.5,0.015625,0.015640974044799805,88.75739644970415
160,100.0,3.0,5.0,1.0,0.0312349796295166,0.0,88.75739644970415
161,100.0,3.0,5.0,1.5,0.03779482841491699,0.0,88.75739644970415
162,100.0,3.0,10.0,0.5,0.031249523162841797,0.0,88.95463510848126
163,100.0,3.0,10.0,1.0,0.0312502384185791,0.0,88.75739644970415
164,100.0,3.0,10.0,1.5,0.037793636322021484,0.0,88.16568047337279
165,100.0,3.0,50.0,0.5,0.10029411315917969,0.0,89.15187376725838
166,100.0,3.0,50.0,1.0,0.13270092010498047,0.003002166748046875,89.3491124260355
167,100.0,3.0,50.0,1.5,0.12132477760314941,0.0,89.3491124260355
168,100.0,4.0,1.0,0.5,0.015625,0.019160747528076172,87.3767258382643
169,100.0,4.0,1.0,1.0,0.011879205703735352,0.004002809524536133,87.96844181459566
170,100.0,4.0,1.0,1.5,0.030020952224731445,0.004002809524536133,87.57396449704143
171,100.0,4.0,5.0,0.5,0.015011310577392578,0.004002571105957031,88.75739644970415
172,100.0,4.0,5.0,1.0,0.028535127639770508,0.0035037994384765625,88.75739644970415
173,100.0,4.0,5.0,1.5,0.03797316551208496,0.004018306732177734,88.95463510848126
174,100.0,4.0,10.0,0.5,0.024013519287109375,0.0030031204223632812,88.75739644970415
175,100.0,4.0,10.0,1.0,0.044052839279174805,0.0035004615783691406,88.95463510848126
176,100.0,4.0,10.0,1.5,0.047528982162475586,0.0030066967010498047,88.75739644970415
177,100.0,4.0,50.0,0.5,0.2086479663848877,0.0035021305084228516,90.13806706114397
178,100.0,4.0,50.0,1.0,0.3282291889190674,0.0035033226013183594,89.15187376725838
179,100.0,4.0,50.0,1.5,0.4848482608795166,0.0030019283294677734,89.3491124260355
180,100.0,5.0,1.0,0.5,0.013509035110473633,0.00600433349609375,87.77120315581854
181,100.0,5.0,1.0,1.0,0.021514415740966797,0.0055043697357177734,87.77120315581854
182,100.0,5.0,1.0,1.5,0.025017976760864258,0.004002571105957031,88.56015779092702
183,100.0,5.0,5.0,0.5,0.013993024826049805,0.004002571105957031,88.95463510848126
184,100.0,5.0,5.0,1.0,0.029034852981567383,0.004002809524536133,88.56015779092702
185,100.0,5.0,5.0,1.5,0.048520803451538086,0.004503488540649414,88.56015779092702
186,100.0,5.0,10.0,0.5,0.041528940200805664,0.003001689910888672,88.95463510848126
187,100.0,5.0,10.0,1.0,0.04653191566467285,0.003002166748046875,89.3491124260355
188,100.0,5.0,10.0,1.5,0.09258246421813965,0.003502368927001953,88.75739644970415
189,100.0,5.0,50.0,0.5,0.5123603343963623,0.0030024051666259766,89.3491124260355
190,100.0,5.0,50.0,1.0,1.0836749076843262,0.0,89.15187376725838
191,100.0,5.0,50.0,1.5,1.7284009456634521,0.003002166748046875,89.54635108481263
192,100.0,6.0,1.0,0.5,0.013009071350097656,0.007004976272583008,87.77120315581854
193,100.0,6.0,1.0,1.0,0.02251267433166504,0.0040018558502197266,87.96844181459566
194,100.0,6.0,1.0,1.5,0.0455322265625,0.004002809524536133,88.75739644970415
195,100.0,6.0,5.0,0.5,0.015511512756347656,0.003507375717163086,88.95463510848126
196,100.0,6.0,5.0,1.0,0.051058292388916016,0.0039980411529541016,88.95463510848126
197,100.0,6.0,5.0,1.5,0.048281192779541016,0.0,89.15187376725838
198,100.0,6.0,10.0,0.5,0.01964855194091797,0.0,88.75739644970415
199,100.0,6.0,10.0,1.0,0.050232648849487305,0.0,88.95463510848126
200,100.0,6.0,10.0,1.5,0.14097142219543457,0.0035047531127929688,89.54635108481263
201,100.0,6.0,50.0,0.5,1.373363971710205,0.0035021305084228516,89.54635108481263
202,100.0,6.0,50.0,1.0,2.9242804050445557,0.0035026073455810547,89.15187376725838
203,100.0,6.0,50.0,1.5,4.579118967056274,0.0,88.56015779092702
204,100.0,7.0,1.0,0.5,0.015625,0.0,87.17948717948718
205,100.0,7.0,1.0,1.0,0.020148515701293945,0.015642166137695312,88.56015779092702
206,100.0,7.0,1.0,1.5,0.04737138748168945,0.0030019283294677734,88.75739644970415
207,100.0,7.0,5.0,0.5,0.015011787414550781,0.004510164260864258,88.56015779092702
208,100.0,7.0,5.0,1.0,0.044791221618652344,0.0,89.15187376725838
209,100.0,7.0,5.0,1.5,0.08466744422912598,0.0,88.95463510848126
210,100.0,7.0,10.0,0.5,0.0312504768371582,0.015608787536621094,88.75739644970415
211,100.0,7.0,10.0,1.0,0.08426666259765625,0.015626192092895508,89.54635108481263
212,100.0,7.0,10.0,1.5,0.21480464935302734,0.0,89.3491124260355
213,100.0,7.0,50.0,0.5,3.193804979324341,0.0035028457641601562,88.95463510848126
214,100.0,7.0,50.0,1.0,7.918785810470581,0.0030024051666259766,88.95463510848126
215,100.0,7.0,50.0,1.5,13.26369333267212,0.0030028820037841797,89.3491124260355
216,500.0,2.0,1.0,0.5,0.027019262313842773,0.00400233268737793,87.96844181459566
217,500.0,2.0,1.0,1.0,0.03505873680114746,0.0039882659912109375,87.96844181459566
218,500.0,2.0,1.0,1.5,0.04154062271118164,0.004002809524536133,87.96844181459566
219,500.0,2.0,5.0,0.5,0.03803062438964844,0.003503561019897461,88.75739644970415
220,500.0,2.0,5.0,1.0,0.04302668571472168,0.003501415252685547,88.75739644970415
221,500.0,2.0,5.0,1.5,0.0415339469909668,0.00350189208984375,88.75739644970415
222,500.0,2.0,10.0,0.5,0.040513038635253906,0.0035207271575927734,88.95463510848126
223,500.0,2.0,10.0,1.0,0.04251575469970703,0.002997875213623047,88.95463510848126
224,500.0,2.0,10.0,1.5,0.04352307319641113,0.0030014514923095703,88.95463510848126
225,500.0,2.0,50.0,0.5,0.09206461906433105,0.003503084182739258,88.16568047337279
226,500.0,2.0,50.0,1.0,0.11609983444213867,0.0035021305084228516,88.16568047337279
227,500.0,2.0,50.0,1.5,0.1626110076904297,0.0035071372985839844,88.3629191321499
228,500.0,3.0,1.0,0.5,0.015011072158813477,0.004002809524536133,87.96844181459566
229,500.0,3.0,1.0,1.0,0.01951313018798828,0.003503561019897461,87.96844181459566
230,500.0,3.0,1.0,1.5,0.04202556610107422,0.003002166748046875,88.16568047337279
231,500.0,3.0,5.0,0.5,0.02452254295349121,0.0030024051666259766,88.75739644970415
232,500.0,3.0,5.0,1.0,0.04102897644042969,0.003002643585205078,88.95463510848126
233,500.0,3.0,5.0,1.5,0.04353165626525879,0.0029973983764648438,88.16568047337279
234,500.0,3.0,10.0,0.5,0.04353070259094238,0.003001689910888672,88.95463510848126
235,500.0,3.0,10.0,1.0,0.04403567314147949,0.0030019283294677734,88.75739644970415
236,500.0,3.0,10.0,1.5,0.07154703140258789,0.003002166748046875,88.56015779092702
237,500.0,3.0,50.0,0.5,0.28820276260375977,0.003002166748046875,89.54635108481263
238,500.0,3.0,50.0,1.0,0.3597598075866699,0.0030024051666259766,89.54635108481263
239,500.0,3.0,50.0,1.5,0.42479801177978516,0.0030012130737304688,89.3491124260355
240,500.0,4.0,1.0,0.5,0.012509584426879883,0.004506826400756836,87.96844181459566
241,500.0,4.0,1.0,1.0,0.044531822204589844,0.004002094268798828,88.3629191321499
242,500.0,4.0,1.0,1.5,0.048519134521484375,0.004019021987915039,88.75739644970415
243,500.0,4.0,5.0,0.5,0.0260159969329834,0.004001140594482422,88.56015779092702
244,500.0,4.0,5.0,1.0,0.04089236259460449,0.0,88.56015779092702
245,500.0,4.0,5.0,1.5,0.06702661514282227,0.015642404556274414,88.75739644970415
246,500.0,4.0,10.0,0.5,0.045363664627075195,0.0030019283294677734,88.95463510848126
247,500.0,4.0,10.0,1.0,0.051178932189941406,0.0,88.75739644970415
248,500.0,4.0,10.0,1.5,0.12129497528076172,0.004002809524536133,88.95463510848126
249,500.0,4.0,50.0,0.5,0.7036871910095215,0.0,89.3491124260355
250,500.0,4.0,50.0,1.0,1.2710418701171875,0.0035026073455810547,88.75739644970415
251,500.0,4.0,50.0,1.5,1.971053123474121,0.0030014514923095703,88.95463510848126
252,500.0,5.0,1.0,0.5,0.011007547378540039,0.004991769790649414,87.57396449704143
253,500.0,5.0,1.0,1.0,0.0385439395904541,0.004002809524536133,88.56015779092702
254,500.0,5.0,1.0,1.5,0.04916739463806152,0.0,88.75739644970415
255,500.0,5.0,5.0,0.5,0.0156097412109375,0.015640735626220703,88.75739644970415
256,500.0,5.0,5.0,1.0,0.04896402359008789,0.0030012130737304688,88.75739644970415
257,500.0,5.0,5.0,1.5,0.0928201675415039,0.0035021305084228516,88.95463510848126
258,500.0,5.0,10.0,0.5,0.03723597526550293,0.0,89.3491124260355
259,500.0,5.0,10.0,1.0,0.08263301849365234,0.0,89.3491124260355
260,500.0,5.0,10.0,1.5,0.21964478492736816,0.003002166748046875,89.54635108481263
261,500.0,5.0,50.0,0.5,1.8834235668182373,0.0,89.15187376725838
262,500.0,5.0,50.0,1.0,3.4263174533843994,0.0,89.15187376725838
263,500.0,5.0,50.0,1.5,4.182721376419067,0.0,88.95463510848126
264,500.0,6.0,1.0,0.5,0.015625476837158203,0.0,87.96844181459566
265,500.0,6.0,1.0,1.0,0.04446768760681152,0.0,88.75739644970415
266,500.0,6.0,1.0,1.5,0.046892404556274414,0.015624523162841797,88.75739644970415
267,500.0,6.0,5.0,0.5,0.019147872924804688,0.0,89.15187376725838
268,500.0,6.0,5.0,1.0,0.05745267868041992,0.004002571105957031,89.15187376725838
269,500.0,6.0,5.0,1.5,0.19123530387878418,0.003503084182739258,89.3491124260355
270,500.0,6.0,10.0,0.5,0.04753303527832031,0.003002166748046875,89.3491124260355
271,500.0,6.0,10.0,1.0,0.16262030601501465,0.003002166748046875,89.54635108481263
272,500.0,6.0,10.0,1.5,0.42730021476745605,0.0,89.3491124260355
273,500.0,6.0,50.0,0.5,4.390551328659058,0.0030028820037841797,89.15187376725838
274,500.0,6.0,50.0,1.0,9.561728477478027,0.003001689910888672,88.95463510848126
275,500.0,6.0,50.0,1.5,14.679261445999146,0.003501415252685547,89.15187376725838
276,500.0,7.0,1.0,0.5,0.01251077651977539,0.005001544952392578,88.16568047337279
277,500.0,7.0,1.0,1.0,0.03952908515930176,0.00350189208984375,88.75739644970415
278,500.0,7.0,1.0,1.5,0.05303359031677246,0.0035021305084228516,88.3629191321499
279,500.0,7.0,5.0,0.5,0.04002833366394043,0.0035071372985839844,88.56015779092702
280,500.0,7.0,5.0,1.0,0.05353379249572754,0.003002643585205078,88.95463510848126
281,500.0,7.0,5.0,1.5,0.2767033576965332,0.002999544143676758,89.54635108481263
282,500.0,7.0,10.0,0.5,0.047048330307006836,0.002981901168823242,88.95463510848126
283,500.0,7.0,10.0,1.0,0.2177412509918213,0.0,89.3491124260355
284,500.0,7.0,10.0,1.5,0.8121988773345947,0.003002643585205078,89.3491124260355
285,500.0,7.0,50.0,0.5,8.201115369796753,0.003002166748046875,88.95463510848126
286,500.0,7.0,50.0,1.0,20.80901575088501,0.0030028820037841797,89.15187376725838
287,500.0,7.0,50.0,1.5,21.24710488319397,0.002997875213623047,89.54635108481263
288,1000.0,2.0,1.0,0.5,0.03202342987060547,0.00350189208984375,87.77120315581854
289,1000.0,2.0,1.0,1.0,0.041535377502441406,0.003501415252685547,87.77120315581854
290,1000.0,2.0,1.0,1.5,0.04251384735107422,0.003504514694213867,87.77120315581854
291,1000.0,2.0,5.0,0.5,0.03804302215576172,0.00350189208984375,88.75739644970415
292,1000.0,2.0,5.0,1.0,0.04152989387512207,0.003003358840942383,88.75739644970415
293,1000.0,2.0,5.0,1.5,0.042531490325927734,0.00350189208984375,88.75739644970415
294,1000.0,2.0,10.0,0.5,0.0405123233795166,0.003001689910888672,88.16568047337279
295,1000.0,2.0,10.0,1.0,0.04303145408630371,0.003001689910888672,88.3629191321499
296,1000.0,2.0,10.0,1.5,0.04955697059631348,0.0,88.3629191321499
297,1000.0,2.0,50.0,0.5,0.17638826370239258,0.003002166748046875,88.16568047337279
298,1000.0,2.0,50.0,1.0,0.2004995346069336,0.0010013580322265625,88.95463510848126
299,1000.0,2.0,50.0,1.5,0.23652267456054688,0.004002809524536133,88.95463510848126
300,1000.0,3.0,1.0,0.5,0.015010595321655273,0.004003047943115234,87.77120315581854
301,1000.0,3.0,1.0,1.0,0.0399165153503418,0.0010085105895996094,88.16568047337279
302,1000.0,3.0,1.0,1.5,0.0312504768371582,0.0,88.56015779092702
303,1000.0,3.0,5.0,0.5,0.04687619209289551,0.0,88.3629191321499
304,1000.0,3.0,5.0,1.0,0.037758588790893555,0.01562643051147461,88.3629191321499
305,1000.0,3.0,5.0,1.5,0.04689145088195801,0.0,88.3629191321499
306,1000.0,3.0,10.0,0.5,0.037743330001831055,0.0,88.95463510848126
307,1000.0,3.0,10.0,1.0,0.04687690734863281,0.015624046325683594,88.95463510848126
308,1000.0,3.0,10.0,1.5,0.0690300464630127,0.0,88.75739644970415
309,1000.0,3.0,50.0,0.5,0.4544639587402344,0.0,89.54635108481263
310,1000.0,3.0,50.0,1.0,0.5552139282226562,0.003002166748046875,89.54635108481263
311,1000.0,3.0,50.0,1.5,0.7589981555938721,0.0030014514923095703,89.15187376725838
312,1000.0,4.0,1.0,0.5,0.01801323890686035,0.004504203796386719,87.77120315581854
313,1000.0,4.0,1.0,1.0,0.04453086853027344,0.0035021305084228516,88.56015779092702
314,1000.0,4.0,1.0,1.5,0.04702925682067871,0.003503084182739258,88.75739644970415
315,1000.0,4.0,5.0,0.5,0.028519630432128906,0.0040035247802734375,89.15187376725838
316,1000.0,4.0,5.0,1.0,0.04903459548950195,0.003002166748046875,88.75739644970415
317,1000.0,4.0,5.0,1.5,0.09056925773620605,0.0035021305084228516,88.75739644970415
318,1000.0,4.0,10.0,0.5,0.048534393310546875,0.003502368927001953,89.3491124260355
319,1000.0,4.0,10.0,1.0,0.08355927467346191,0.003502368927001953,89.3491124260355
320,1000.0,4.0,10.0,1.5,0.19913768768310547,0.0035016536712646484,89.54635108481263
